ad_clicks,ad_clicks_unique,ad_impressions,ad_impressions_unique,ad_network_id,advertiser_id,country.code,date_hour,events,installs,is_reengagement,payouts,publisher_id,publisher_sub_ad.ref,publisher_sub_adgroup.ref,publisher_sub_campaign.ref,publisher_sub_publisher.ref,publisher_sub_site.ref,site_id
0,0,1,0,98,877,RU,"2016-11-19 01:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,5432c1667f34cd58410001b6,2962
216,0,0,0,0,877,AT,"2016-11-19 14:00:00",0,0,0,0,1899,,,,,,533
0,0,0,0,0,877,US,"2016-11-19 06:00:00",0,9,0,0,0,,,,,,114023
24,0,0,0,0,877,AT,"2016-11-19 07:00:00",0,0,0,0,365,,,,,,47266
1,0,0,0,0,877,US,"2016-11-19 04:00:00",0,0,0,0,118876,{file_id},,{offer_id},{affiliate_id},{affiliate_sub},70826
336,0,0,0,0,877,US,"2016-11-19 01:00:00",0,0,0,0,365,,,,,,47266
1,1,0,0,5,877,IN,"2016-11-19 23:00:00",0,0,0,0,75692,95477136407,,651081503,d,AdMob,60916
0,0,0,0,0,877,US,"2016-11-19 12:00:00",0,7,0,0,0,,,,,,114023
78,0,0,0,0,877,DE,"2016-11-19 06:00:00",0,0,0,0,365,,,,,,533
66,0,0,0,0,877,CH,"2016-11-19 12:00:00",0,0,0,0,1899,,,,,,533
2,2,0,0,2414,877,US,"2016-11-19 19:00:00",0,0,0,0,334322,,,default,620a5d14ab25b7b0_default,,2962
